short_name,player_positions,overall,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic
R. Hedges,"RM, CAM",70,Left,3,3,"Finesse Shot, Technical, Flair",82,64,64,72,39,58
S. Adamyan,"ST, LM, CAM",70,Right,3,4,"Technical, Flair",79,70,63,72,34,69
Rafa Soares,LB,70,Left,3,3,Long Ball Pass,74,60,67,70,66,66
J. Windass,"ST, CAM, LM",70,Right,3,3,Rapid,85,69,66,73,35,64
N. Ferreyra,CB,70,Right,2,2,Block,38,43,42,58,69,83
C. Bordacahar,"RW, ST, RM",70,Right,3,4,"Whipped Cross, Technical",83,64,61,72,27,62
R. Di Gennaro,GK,70,Right,2,1,"",,"",,"",,
Alex Soares,"CM, CDM",70,Right,3,3,Long Throw,64,61,66,71,58,67
U. Matić,"CDM, CM, CAM",70,Left,3,3,"",67,65,67,70,63,78
Chema,"CB, LB",70,Left,3,2,Long Ball Pass,56,59,58,60,70,73
J. Cummings,ST,70,Left,3,3,Press Proven,71,71,57,67,38,65
A. Balboa,"ST, LW, RW",70,Right,3,3,Power Shot,52,71,51,65,28,75
A. Ceesay,ST,70,Left,3,2,Rapid,84,70,58,66,33,68
Iván Márquez,CB,70,Right,3,2,"Block, Slide Tackle",42,43,50,51,70,80
M. Caldara,CB,70,Right,3,2,Power Header,49,34,46,62,70,71
F. Hadergjonaj,"RB, LB",70,Right,3,2,"",81,50,64,68,64,69
L. Kalinić,GK,70,Left,2,1,"",,"",,"",,
M. Barrios,"RM, ST",70,Right,2,3,"Rapid, Flair, Acrobatic",83,66,65,73,40,53
J. Lolley,"RW, RM, LM",70,Left,3,3,"Whipped Cross, Rapid, First Touch",73,69,67,72,49,56
Kim Do Hyeok,"CM, LW, LWB",70,Left,3,3,"Whipped Cross, Block, Relentless",61,61,69,70,59,76
D. Lovitz,"LWB, LB",70,Left,3,3,"Anticipate, Bruiser, Long Throw",71,53,66,62,66,73
J. Pereira,"CM, CDM",70,Right,3,3,"Long Ball Pass, Intercept, Anticipate",77,65,67,72,63,72
Liu Binbin,"LM, RM",70,Right,3,3,Rapid,84,65,64,69,44,65
Juanma García,"RM, ST, LM",70,Right,3,3,"Finesse Shot, Power Header, Quick Step",84,70,64,70,28,53
Cao Yunding,"LM, LW",70,Right,4,3,"Whipped Cross, Technical, Trivela",81,64,66,72,36,66
Paulo Azzi,"LB, LM, LWB",70,Right,3,3,Whipped Cross,82,65,65,73,62,72
Gustavo,ST,70,Right,4,3,"Power Header, Aerial",75,70,49,64,24,80
Kang Sang Woo,"LM, RM, ST",70,Right,3,3,"Dead Ball, Whipped Cross, Block, Relentless",82,63,68,68,63,64
N. Oroz,"CM, RW",70,Left,4,3,Flair,73,63,72,75,59,64
F. Tănase,"CF, ST, CAM",70,Right,3,3,Finesse Shot,74,69,72,69,42,55
F. Diédhiou,ST,70,Right,3,3,Power Header,61,69,48,67,31,73
B. Zech,CB,70,Right,3,2,"",81,29,55,57,71,73
Eraso,"CM, CAM, CDM",70,Right,3,3,"",56,67,67,66,57,75
H. Boumous,CAM,70,Right,3,4,"Finesse Shot, Pinged Pass, Technical, First Touch",79,64,68,74,40,69
S. Al Amri,LM,70,Right,3,3,"Finesse Shot, Technical",80,64,65,70,27,68
A. Polo,"RM, RWB",70,Right,3,3,"Whipped Cross, Rapid, Flair, Quick Step",89,57,62,72,59,63
R. Renner,"LB, LM",70,Left,3,3,"Jockey, Intercept",81,61,64,67,63,68
T. van Weert,ST,70,Right,4,2,Finesse Shot,69,71,57,68,28,74
S. Kingsley,"CB, LWB, LB",70,Left,2,2,"Dead Ball, Slide Tackle",60,58,70,71,70,73
M. Ritter,"CDM, CM",70,Right,3,3,"Slide Tackle, Press Proven",75,67,69,74,65,67
L. Colitto,"LM, RM",70,Left,4,3,Flair,74,62,67,72,57,61
A. Gruber,"RM, ST, CF",70,Left,3,3,"",79,68,66,70,34,63
K. Hazard,"LW, RW, CAM",70,Right,4,4,Technical,76,64,68,73,28,61
J. Tverskov,"CDM, CB, CM",70,Right,3,2,"Long Ball Pass, Tiki Taka, Jockey, Intercept, Anticipate, Bruiser",45,44,56,61,71,75
Jesús Imaz,"ST, CF, CAM",70,Right,4,4,"Finesse Shot, Technical, Flair, First Touch, Relentless",80,71,67,72,31,63
N. Zolotić,CB,70,Right,3,2,Long Ball Pass,54,56,64,62,68,77
B. Vécsei,CM,70,Left,3,2,"",59,69,67,71,60,76
W. Montoya,"CM, CDM, RM",70,Right,3,3,"",76,63,69,71,60,72
L. Mancuso,"ST, LW",70,Right,4,3,Finesse Shot,75,69,61,73,34,68
L. Passerini,ST,70,Right,3,2,"",54,71,48,60,28,81
Miguel Cardoso,"LM, ST, RM",70,Right,4,4,Flair,74,67,65,72,39,60
H. Piedra,GK,70,Right,3,1,"",,"",,"",,
L. León,CB,70,Right,3,2,"Power Header, Intercept, Aerial",55,39,49,48,70,72
F. Sambueza,"RM, CAM, LM",70,Right,4,3,"Technical, Trickster",73,64,73,70,37,48
K. Mets,CB,70,Left,3,2,Bruiser,67,51,58,60,69,80
L. Gamba,"ST, LM, LW",70,Right,3,3,"Rapid, Flair, Trivela",84,70,67,72,28,62
J. Laso,"CB, RB",70,Right,3,2,"Intercept, Slide Tackle, Aerial",61,41,52,57,68,78
M. Polster,"CDM, CM, RB",70,Right,3,2 ,"slide tackle",46,46,66,64,65,79
D. Melnjak,"LB, LWB, CB",70,Left,3,2,Intercept,69,66,63,68,66,66
M. Dugandžić,ST,70,Left,2,2,"Power Shot, Power Header",63,68,44,64,36,76
S. Ichazo,GK,70,Left,2,1,"",,"",,"",,
Lee Yeong Jae,"CM, CDM, CAM",70,Left,4,4,"Pinged Pass, Intercept, Technical, Relentless",76,60,68,72,54,61
L. Jackson,"CB, LB",70,Left,3,2,"Power Header, Long Ball Pass, Block, Slide Tackle, Bruiser, Aerial",50,26,43,46,70,79
Kim Jin Hyuk,"CB, LW, ST",70,Right,3,2,"Power Header, Bruiser",58,58,55,61,69,75
G. Holtmann,"LM, RM",70,Left,2,3,"Rapid, Quick Step",88,64,63,68,56,61
F. Fernández,"ST, CF",70,Right,3,3,"",68,70,55,67,29,65
M. Pittón,"CM, RM, CDM",70,Right,3,3,"",76,55,67,70,67,69
Y. Rahmani,"LM, RM",70,Left,3,3,"Finesse Shot, Technical",81,69,63,75,31,59
Victor Braga,GK,70,Right,3,1,"",,"",,"",,
Óscar Pinchi,"LM, ST, RM",70,Right,4,4,Rapid,75,70,62,74,43,56
A. Bukia,"RM, LM",70,Left,2,3,Rapid,85,65,57,75,36,56
Lucas Ahijado,"RB, LB",70,Right,3,3,"",78,59,65,68,65,67
M. Fernández,"RWB, RM, RB",70,Right,3,3,"",80,50,65,69,62,62
Vítor Angulho,GK,70,Right,2,1,"",,"",,"",,
Carvamelinho,RB,70,Right,3,2,Long Throw,68,55,69,58,67,64
Claytinho Branco,RB,70,Right,3,2,"",64,52,63,58,72,65
Paolinho Leima,"RWB, RB",70,Right,3,2,Power Header,75,50,65,69,63,72
Marlinito Dias,"CDM, CB",70,Right,3,2,Power Header,56,44,64,57,66,73
Heltinho Melo,"CAM, RB",70,Right,3,3,Flair,78,54,71,74,48,55
Eltildo Bessa,"ST, CF, LW",70,Left,3,3,"Technical, Flair",86,68,56,76,31,44
Arthur Silbeira,ST,70,Right,3,3,"",64,73,59,68,29,59
Jonaldo Monteiro,"LB, LWB, LM",70,Left,3,2,Trivela,74,51,66,61,64,72
Luildo Simões,CAM,70,Right,3,3,"",71,70,69,69,46,61
Césario Limberg,CB,70,Left,3,2,Power Header,56,50,57,49,70,73
Nuno Moldeiro,LM,70,Left,3,3,"",82,61,65,72,37,63
Natinho Mestres,RM,70,Right,3,3,"",77,64,65,72,34,53
Ansel Barni,"CDM, CM, RM",70,Right,3,2,"",63,54,65,62,70,72
Leôncio Lobeiro,"RW, RM",70,Right,3,3,"",83,64,64,74,31,64
Tiago Pombeira,CAM,70,Left,3,3,"",74,64,68,73,32,47
Patricio Alagoano,"CAM, RM, RW",70,Right,3,3,Flair,79,59,70,72,32,63
Saberto Botelho,CDM,70,Right,3,2,"",65,51,54,58,72,78
S. Bakış,ST,70,Right,3,2,"",37,73,57,64,29,68
H. Wahl,CB,70,Right,3,3,Block,51,32,55,63,70,74
M. Pantović,"CAM, CM",70,Right,3,3,Power Shot,71,69,68,73,40,63
Waldo,"LM, RM",70,Right,4,4,"Power Shot, Technical, Flair, Quick Step, Trivela",85,71,63,73,37,65
A. Arslan,"CM, CDM, CAM",70,Right,4,3,"Finesse Shot, Dead Ball, Technical",67,71,69,72,58,65
A. Soto,"LB, CB",70,Left,2,3,"",79,46,62,71,64,73
José Arnáiz,"LM, ST, RM",70,Right,4,4,"Power Header, Rapid, First Touch",80,72,61,73,40,68
B. Blasi,"RB, CB, RWB",70,Right,3,2,"",68,41,58,60,69,79
J. Ríos,"CDM, CM",70,Right,3,2,"Long Ball Pass, Tiki Taka, Anticipate, Slide Tackle",64,51,60,63,70,75
S. Al Ghannam,RB,70,Right,4,3,Block,80,59,68,71,63,68
K. Kozuka,"CM, CAM",70,Right,4,3,"Pinged Pass, Flair",77,59,71,73,46,58
S. Juklerød,"LWB, LB",70,Left,3,3,Rapid,81,64,65,66,59,71
Jon Bautista,ST,70,Right,3,3,Trivela,70,72,58,68,26,64
N. Sarenren Bazee,RM,70,Right,3,3,Rapid,81,61,64,73,29,48
Vitor Marlão,"LB, CB",70,Left,3,2,"",66,45,61,54,70,62
Jairo Farnias,GK,70,Left,3,1,"",,"",,"",,
R. Piris Da Motta,"CDM, CB, CM",70,Right,2,3,Intercept,61,39,58,62,69,79
G. Hein,"RM, CM, CAM",70,Left,3,4,Technical,78,68,67,76,34,52
J. Müller,CB,70,Right,3,2,"",60,36,49,52,70,71
B. Dibassy,"CB, LB",70,Left,2,2,"",65,54,60,65,70,78
L. Canotto,"RW, ST, RM",70,Right,5,3,Technical,73,64,66,71,41,56
M. Castagnetti,"CDM, CM",70,Left,3,3,"Power Shot, Trivela",54,70,66,67,68,73
C. Rodríguez,CB,70,Right,2,2,Bruiser,53,38,46,50,71,78
M. Bero,"CAM, CM",70,Right,3,3,Relentless,68,71,69,71,67,83
N. Dovedan,"CF, ST, RM",70,Right,4,3,"Pinged Pass, Technical",80,66,67,74,34,59
B. Nowak,"CF, CAM",70,Right,4,3,Technical,60,70,70,71,43,69
I. Torres,"LB, LM, CM",70,Left,3,3,"",76,63,69,67,65,66
Benito,"LB, LM, RM",70,Left,3,3,"Rapid, Quick Step",86,65,65,70,63,67
Y. Rak,CB,70,Right,3,2,"Long Ball Pass, Aerial",66,39,54,53,71,71
M. Saadane,"CB, CDM",70,Right,3,2,"Long Ball Pass, Jockey, Anticipate",57,51,60,61,68,84
Vinicius Trieiro,RB,70,Right,3,3,"",71,44,63,68,66,68
Jailson Oliva,RB,70,Right,3,3,"",81,38,58,69,67,57
Luan Sendeiro,CDM,70,Right,3,2,"",67,56,71,61,68,69
Lourival Rodeiro,"CM, CDM",70,Right,3,2,"",69,58,62,69,64,58
Martin Cordeia,"CAM, CM",70,Right,3,3,Long Ball Pass,48,70,74,70,36,63
Marlion Rolim,CAM,70,Right,3,3,"",67,66,65,69,49,55
Túlio Sandoiro,ST,70,Right,3,4,"",64,71,62,73,33,72
L. Blessing,"CM, CDM, RM",70,Right,4,3,"Rapid, Relentless",86,61,64,75,66,60
A. Leautey,"RW, RWB, RM",70,Right,3,3,"Whipped Cross, Quick Step, Long Throw",90,64,63,71,45,52
Alvaro Rodríguez,"RB, RWB, RM",70,Right,3,2,Bruiser,60,43,64,62,70,67
S. Kaba,ST,70,Right,3,3,Flair,63,68,59,66,31,80
D. Schmidt,GK,70,Right,4,1,"",,"",,"",,
F. Niță,GK,70,Right,2,1,"",,"",,"",,
M. Heyer,"RB, CDM, CB",70,Right,4,2,Slide Tackle,62,55,62,66,71,73
Pedro Sá,"CDM, CM",70,Left,2,2,Long Ball Pass,59,55,62,66,65,74
S. Al Khaibari,CB,70,Right,3,2,"Jockey, Anticipate",55,27,43,40,71,80
L. Koutris,LB,70,Left,2,3,Jockey,74,60,63,68,65,67
C. Ganea,LB,70,Left,3,2,"",73,66,70,68,64,69
A. Băluță,"CAM, ST, CM",70,Right,4,3,"Rapid, Trivela",83,67,67,72,49,68
F. Andrijašević,"CM, ST, CAM",70,Right,3,3,"Pinged Pass, Press Proven",69,71,67,69,56,79
S. Lobjanidze,"RW, RM, LM",70,Right,5,3,"Rapid, Flair, Trivela",82,66,65,73,25,55
L. Štulac,"CDM, CM",70,Right,3,2,Trivela,68,61,70,70,65,66
W. Riveros,CB,70,Right,3,2,"Power Header, Bruiser",62,39,50,53,69,76
Cláudio Falcão,"CM, CB, CDM",70,Right,3,3,"Long Ball Pass, Relentless",66,64,66,68,71,77
R. Ibarra,"LM, RM",70,Right,4,3,"Rapid, Quick Step",84,62,64,69,39,68
Ricardo Ryller,"CM, CDM",70,Right,4,3,Long Ball Pass,60,63,66,67,66,76
A. Vallci,"CB, RB",70,Right,4,2,"",70,56,60,57,68,78
Fran Gámez,RB,70,Right,3,3,"Jockey, Anticipate, Trivela",80,52,61,65,66,74
T. Mohr,"LW, LB",70,Left,4,3,"",77,68,69,70,57,67
Gonzalo Verdú,CB,70,Right,3,2,"Intercept, Aerial",48,53,58,56,70,76
Jesús Jiménez,ST,70,Right,3,4,"Finesse Shot, Technical, Flair, Trivela",79,70,65,72,37,69
A. Estupiñán,"LM, RM, ST",70,Right,3,3,Rapid,86,65,62,73,46,65
Farley,"RM, LM",70,Right,3,3,"Rapid, Flair",87,64,65,71,22,55
J. Cifuente,ST,70,Right,4,3,"",67,75,44,71,23,59
Gerson Rodrigues,"LM, ST",70,Right,2,4,"Long Ball Pass, Rapid, Flair, Acrobatic",82,65,64,67,44,80
G. Costa,"RM, RW",70,Right,3,3,"",77,62,66,71,22,65
A. Burcă,CB,70,Right,3,2,"Slide Tackle, Bruiser",68,24,45,52,68,81
R. Radunović,LB,70,Left,3,2,Anticipate,78,58,64,63,66,80
A. Artean,"CDM, CM, CB",70,Right,3,2,Anticipate,68,64,63,63,67,79
J. Allevinah,"RM, RWB, LM",70,Right,4,3,"Rapid, Flair",82,69,63,72,42,48
C. Vega,"CDM, CM",70,Right,3,2,"Finesse Shot, Slide Tackle",68,61,64,64,67,73
L. Requena,GK,70,Left,3,1,"",,"",,"",,
Paulinho,"LB, LWB",70,Left,3,3,"",83,65,66,71,62,67
E. Kardeşler,GK,70,Right,2,1,"",,"",,"",,
G. Rodríguez,"ST, LM",70,Left,3,3,Rapid,75,71,63,70,45,65
A. Méndez,"RB, RWB",70,Right,3,2,"Rapid, Long Throw",80,37,52,60,66,85
M. Cantera,"CAM, CF, ST",70,Right,4,3,"Finesse Shot, Technical, Flair",47,68,70,73,45,69
L. Quiñonez,"LB, LM, LWB",70,Left,2,2,"",75,62,68,68,64,73
J. Dos Santos,ST,70,Right,3,2,"",72,70,56,67,34,77
D. Santacruz,"CAM, RM, LM",70,Right,4,4,"Technical, Flair",81,70,61,72,30,52
G. Ludwigson,"RW, LW, ST",70,Right,4,3,Rapid,87,67,62,68,30,80
J. Infante,"LB, LWB",70,Left,2,2,"",73,50,59,66,69,67
A. Medina,GK,70,Right,3,1,"",,"",,"",,
M. Giménez,ST,70,Right,3,2,"",64,72,47,63,28,77
A. Bedrane,CB,70,Right,2,2,"Intercept, Aerial",60,30,51,53,69,73
S. Akaydın,CB,70,Right,2,2,"Intercept, Slide Tackle, Aerial",61,37,44,49,71,76
N. Pérez,GK,70,Right,3,1,"",,"",,"",,
G. Sosa,ST,70,Right,3,2,Power Header,59,72,45,63,21,71
G. Carneiro,"ST, CF, RW",70,Left,3,3,"",71,69,59,69,26,72
Tiago Orobó,ST,70,Right,5,3,"Power Header, Trivela",78,70,47,65,27,72
B. Khoukhi,"CB, CDM",70,Right,3,2,"",60,60,57,54,70,76
Ângelo,"RW, LW",69,Left,2,4,"",89,56,65,73,27,47
A. Fatawu Issahaku,"LW, RW",69,Left,4,4,"Power Shot, Technical, Flair",82,69,65,74,35,54
J. Spileers,CB,69,Right,3,2,"",68,31,58,57,70,69
João Neves,CM,69,Right,3,3,Technical,69,57,70,71,60,51
L. Oyen,"LM, CAM",69,Right,3,3,Flair,78,60,65,73,39,49
L. Romero,RW,69,Left,4,3,"Technical, Flair",77,61,65,74,53,55
C. Cowell,"LM, ST, RM",69,Right,2,3,"Pinged Pass, Rapid, Trivela",93,62,59,70,34,77
J. Bos,"LB, LM",69,Left,3,3,Rapid,86,58,61,70,62,77
C. Bradley,"RB, RWB",69,Right,3,2,"Block, Relentless",80,50,60,66,61,69
J. Gauto,"LM, RM, ST",69,Right,3,3,Technical,87,61,63,69,29,61
Joan González,CM,69,Right,3,3,"",66,61,69,68,53,76
K. Paredes,"LW, LB",69,Left,3,3,"",80,56,63,75,53,46
M. Monsalve,"CAM, LM",69,Right,4,3,Pinged Pass,63,64,62,69,35,44
Dário Essugo,"CDM, CM",69,Right,3,2,"",65,52,60,68,67,72
Ó. Zambrano,"CDM, CM",69,Right,3,2,Jockey,69,55,64,69,66,68
M. van Brederode,LW,69,Right,4,3,"Anticipate, Technical, Flair, Trivela",68,56,60,79,32,52
F. Buonanotte,"RM, CAM",69,Left,3,3,Technical,74,63,66,71,25,50
G. Fabbian,"CM, CAM",69,Right,3,3,Long Ball Pass,71,64,67,72,58,63
C. Baleba,CM,69,Left,2,2,"",77,51,63,72,65,70
Renato Veiga,"CDM, LB, CB",69,Left,3,2,Block,73,37,63,63,66,70
Arthur,"RWB, RM",69,Right,3,3,"",72,40,62,65,63,57
C. Grameni,CM,69,Left,3,2,"",75,64,68,68,64,69
D. Bakwa,"RW, LM, RM",69,Right,3,3,Technical,86,62,62,71,30,62
Félix Correia,"RM, LW, RW",69,Right,2,4,"Technical, Flair",77,59,65,73,32,55
J. Hadjam,"LB, LM",69,Left,3,3,"",76,52,61,68,63,72
F. Boyomo,"CB, RB",69,Right,2,2,Aerial,71,30,44,45,69,70
Iván Azón,ST,69,Right,2,2,"Power Header, Relentless",67,68,53,62,37,83
Eom Ji Sung,"LM, LW",69,Right,3,3,"Finesse Shot, Rapid, Quick Step",79,64,60,72,36,61
Gonçalo Esteves,"RWB, RB",69,Right,3,3,Technical,76,39,64,68,64,63
Carmona,"RWB, RB, CB",69,Right,3,2,Bruiser,73,62,61,66,65,68
M. Abline,ST,69,Right,3,3,"",77,70,55,72,23,55
C. Gómez,RM,69,Right,3,3,"",78,66,62,70,32,54
I. Cissoko,"LM, RM",69,Right,4,4,"Technical, Flair",79,60,63,70,32,56
S. Alvero,CDM,69,Right,3,3,"",59,52,63,67,64,80
A. Arroyo,"CB, RB",69,Right,4,2,"Long Ball Pass, Jockey",71,29,55,60,69,72
Arnau Puigmal,"CAM, RM, CM",69,Right,4,3,Flair,67,63,69,70,57,51
Adrián Bernabé,"CM, CDM",69,Left,3,3,"Anticipate, Technical, First Touch, Trivela",76,66,69,76,59,61
S. Greenwood,"CAM, CM",69,Right,5,3,"",71,67,68,69,52,69
T. Doyle,"CM, CDM",69,Right,4,3,"Finesse Shot, Incisive Pass, Long Ball Pass",65,65,70,70,60,67
Valera,"RM, LM",69,Left,3,3,"",82,65,62,72,26,41
H. Martínez,"CDM, CM",69,Right,3,3,"Intercept, Slide Tackle, Relentless",67,48,62,67,64,65
P. Nebel,"CAM, CM",69,Right,4,3,Technical,67,60,64,75,29,58
J. Oosterwolde,"LB, CB, LM",69,Left,3,2,"",87,41,60,68,63,72
T. Arokodare,ST,69,Right,3,2,"",67,67,48,63,30,80
M. Ruggeri,"LWB, LM, CB",69,Left,3,2,"",61,49,63,66,67,63
M. Gamarra,"CB, LB",69,Left,2,2,"Block, Intercept",73,26,49,53,71,69
S. Sambo,RB,69,Right,3,3,"Block, Rapid",79,43,60,67,64,73
A. Richardson,"CM, CDM",69,Left,3,3,Long Ball Pass,71,58,65,70,64,73
Rodrigo Muniz,ST,69,Right,3,3,Flair,70,69,55,67,33,71
S. González,"CM, RM, CDM",69,Left,3,3,"",73,63,66,70,64,63
T. Le Bris,LM,69,Right,3,3,"",63,51,70,70,63,48
S. Toloza,"CAM, CM",69,Right,3,3,"Finesse Shot, Power Shot",66,69,67,68,49,50
D. Huseinbašić,"CM, CDM",69,Right,3,2,"",65,62,62,69,61,71
Fran Pérez,"RM, LM",69,Right,4,4,"",67,66,65,70,32,43
V. Vanat,ST,69,Left,4,2,"",79,68,55,66,24,60
X. Mbuyamba,CB,69,Right,3,2,"Power Header, Jockey, Block, Bruiser, Aerial",67,33,48,51,69,73
T. Cannon,ST,69,Right,3,3,Rapid,79,69,56,72,27,59
F. Watson,"CAM, CM, LM",69,Right,3,3,"",69,62,68,67,55,56
M. Pellegrino,CB,69,Right,2,2,"",64,39,52,52,70,73
L. Angulo,"LM, RM, LW",69,Right,4,3,"",74,66,67,69,30,50
D. Levitt,"CM, CDM",69,Right,4,3,"Long Ball Pass, Flair",65,66,69,69,59,63
K. Yakob,"CM, CAM",69,Right,4,3,Long Ball Pass,70,63,70,73,62,67
F. Ranocchia,"CM, CDM",69,Right,4,3,"",65,59,71,71,61,71
L. Binks,CB,69,Left,3,2,Slide Tackle,59,29,49,53,67,80
F. Navarro,"CDM, CM",69,Right,3,2,"Slide Tackle, Rapid",74,47,62,69,68,57
O. Antman,"CAM, ST",69,Right,3,3,"Finesse Shot, Rapid, Flair",77,64,63,71,38,58
R. Piccoli,ST,69,Right,3,2,"",72,68,50,63,34,66
Eduardo Quaresma,CB,69,Right,4,2,"",52,31,47,57,68,69
Iker Losada,"RM, LM, CAM",69,Right,3,3,First Touch,64,69,70,69,34,49
B. Barticciotto,"ST, LM",69,Right,3,3,"",81,66,63,71,26,62
J. Ondrejka,"RW, LW, CAM",69,Right,3,3,"Pinged Pass, Whipped Cross, Rapid",77,63,66,72,46,62
A. Oliveros,"CAM, CM, RM",69,Right,2,3,Pinged Pass,81,66,66,71,59,63
Leo Román,GK,69,Right,2,1,"",,"",,"",,
C. Castro Devenish,CB,69,Right,2,2,"Long Ball Pass, Bruiser",46,36,46,48,68,74
C. Araújo,"CDM, CM",69,Right,3,3,Long Ball Pass,61,53,56,63,65,68
K. Hansen,LB,69,Left,3,2,Relentless,80,30,62,62,62,71
J. Philogene,"RW, LW, RM",69,Right,3,4,"Technical, Flair",82,62,63,73,37,54
M. Sahi,"ST, CAM, LM",69,Left,5,3,Finesse Shot,74,71,58,70,28,58
J. Grimaldo,"RW, LW",69,Right,3,4,Rapid,73,67,64,71,36,58
N. Romero,"CB, LB",69,Left,2,2,"",62,45,54,58,71,68
W. Swedberg,"CM, LW",69,Right,3,3,Technical,71,65,66,70,59,60
J. Mvuka,"RM, LM",69,Right,3,4,"Rapid, Quick Step",89,57,59,74,41,46
Torrente,"CB, CDM",69,Left,3,2,Long Ball Pass,57,31,52,47,70,68
S. Cisse,"CM, RM, LM",69,Right,3,2,"",60,66,64,66,62,57
B. Bouanani,"RW, ST, CF",69,Left,3,3,Technical,71,64,68,71,31,50
R. Flamingo,"CB, CDM, RB",69,Right,4,3,Intercept,66,59,62,63,68,74
P. Milans,"RB, RWB",69,Right,2,3,Intercept,69,47,59,66,65,65
C. Ikwuemesi,ST,69,Right,3,3,"",79,68,60,68,37,75
E. Botheim,ST,69,Right,3,3,"",71,67,58,67,38,72
L. Foster,"ST, RM",69,Right,3,3,Rapid,81,68,57,67,35,70
H. Finndell,CM,69,Right,3,2,Relentless,69,64,64,69,66,76
H. Carter,"CB, RB",69,Right,3,2,"Long Ball Pass, Long Throw",72,40,56,60,69,75
S. Mulattieri,ST,69,Right,4,2,Chip Shot,71,69,60,68,37,64
C. Munder,"LM, LW",69,Right,3,4,Quick Step,87,63,60,72,31,62
J. Christensen,"CM, CDM",69,Right,3,3,Press Proven,69,56,68,70,67,70
J. López,"CDM, CM, CAM",69,Right,2,3,"",70,49,64,71,67,69
S. Esposito,"ST, CAM",69,Right,3,3,"Finesse Shot, Technical, Trivela",71,70,70,72,35,61
C. Petrila,"LW, ST, RW",69,Right,4,3,Rapid,90,62,65,69,34,56
E. Simms,ST,69,Right,4,3,"",71,68,52,66,26,74
Tiago Dantas,"CM, CAM",69,Right,3,3,Technical,73,56,71,75,50,50
J. Eccles,"CDM, CM, RWB",69,Right,3,2,"",71,50,65,65,67,67
R. Ndiaye,"CDM, CM",69,Right,3,2,"",73,53,64,68,65,72
A. Candela,"RB, RWB",69,Right,3,2,Whipped Cross,80,54,61,62,65,69
E. Delprato,"RB, CB",69,Right,3,2,Intercept,76,48,59,64,65,71
T. Tsingaras,"CDM, CM",69,Right,3,2,"",67,56,63,67,67,68
A. Rodríguez,"LB, LWB",69,Left,2,2,Whipped Cross,78,52,69,68,62,59
R. Königsdörffer,"RW, ST, CAM",69,Right,3,3,"Rapid, Flair, Acrobatic",87,63,60,71,41,58
T. Booth,"RW, CAM",69,Right,3,4,Flair,78,64,70,71,54,58
Y. Cimignani,"LM, RM",69,Right,3,3,"",73,66,65,71,52,62
M. Braunöder,"CM, CDM",69,Right,3,3,"Whipped Cross, Anticipate, Relentless",78,48,69,72,62,62
José Fontán,"LB, CB",69,Left,3,2,"",60,45,63,62,70,60
Marvin,"RM, RB",69,Right,4,4,"Bruiser, Rapid",86,61,60,69,60,67
S. Sow,CB,69,Right,3,2,Bruiser,63,41,54,60,69,67
L. Assignon,RB,69,Right,3,2,"",75,42,60,70,66,60
Y. Kallon,"CF, RM, RW",69,Left,3,3,Rapid,85,67,61,73,22,61
R. Ilie,"LM, CAM",69,Right,3,3,"Finesse Shot, Technical",78,64,66,71,41,63
B. Leyes,"CM, CDM",69,Left,4,2,"",74,52,64,69,61,72
B. Barcia,"RM, RB, LM",69,Right,4,3,"",79,61,63,68,64,60
B. Meïté,CB,69,Right,3,2,"",57,33,39,45,71,68
F. Alidou,LM,69,Right,3,4,"Rapid, Flair, Quick Step",85,59,60,73,28,58
J. Alarcón,"CM, LW",69,Left,4,3,"",74,63,68,71,62,68
Dani Tasende,"LB, LM",69,Left,3,3,"",70,47,69,66,65,54
Arnau Comas,CB,69,Right,3,2,"Jockey, Block, Slide Tackle",76,35,54,55,68,75
A. Obert,"CB, LB",69,Left,2,2,"",68,41,61,65,70,66
A. Osorio,"ST, CAM",69,Right,4,3,"",80,67,53,65,34,82
G. Díaz Núñez,"LWB, LB",69,Left,2,2,"",70,33,55,64,67,57
Abel Bretones,"LB, LM, RM",69,Left,2,3,"Whipped Cross, Block, Bruiser",76,63,66,65,64,76
Luizão,CB,69,Left,2,2,Slide Tackle,59,38,49,52,69,71
M. Ševčík,"CAM, RW, CM",69,Left,3,3,"",67,66,69,73,44,64
Unai Gómez,"CAM, CM, LM",69,Left,3,3,"",65,55,61,71,32,58
J. Latibeaudiere,"CB, RWB",69,Right,3,2,"",72,37,55,61,70,69
P. Pomykal,"CM, LM",69,Left,3,2,Slide Tackle,74,57,70,72,61,68
Y. Fofana,GK,69,Right,3,1,"",,"",,"",,
V. Screciu,"CDM, CB",69,Right,5,2,"",76,38,57,57,68,73
F. Caligara,CM,69,Left,2,2,"",64,59,65,69,67,71
I. Sadiq,"RW, ST, LW",69,Right,4,3,Rapid,90,64,54,73,33,72
C. Bassett,"CAM, CM, CF",69,Right,4,3,"",68,60,66,69,59,65
Rober,"RW, CAM",69,Left,5,3,"Finesse Shot, Technical, Flair",79,64,65,72,26,47
N. Katterbach,LB,69,Left,2,3,Anticipate,71,40,57,72,66,58
I. Camará,"CDM, CM",69,Right,2,2,"",59,47,64,63,66,74
M. Hoffmeier,"CB, CDM",69,Right,3,2,"",77,44,61,65,69,72
